customer_id,email,first_name,last_name,created_at,updated_at
56,customer56@example.com,First56,Last56,2023-01-14 18:00:00,2023-01-14 18:00:00
57,customer57@example.com,First57,Last57,2023-01-15 00:00:00,2023-01-15 00:00:00
58,customer58@example.com,First58,Last58,2023-01-15 06:00:00,2023-01-15 06:00:00
59,customer59@example.com,First59,Last59,2023-01-15 12:00:00,2023-01-15 12:00:00
60,customer60@example.com,First60,Last60,2023-01-15 18:00:00,2023-01-15 18:00:00
61,customer61@example.com,First61,Last61,2023-01-16 00:00:00,2023-01-16 00:00:00
62,customer62@example.com,First62,Last62,2023-01-16 06:00:00,2023-01-16 06:00:00
63,customer63@example.com,First63,Last63,2023-01-16 12:00:00,2023-01-16 12:00:00
64,customer64@example.com,First64,Last64,2023-01-16 18:00:00,2023-01-16 18:00:00
65,customer65@example.com,First65,Last65,2023-01-17 00:00:00,2023-01-17 00:00:00
66,customer66@example.com,First66,Last66,2023-01-17 06:00:00,2023-01-17 06:00:00
67,customer67@example.com,First67,Last67,2023-01-17 12:00:00,2023-01-17 12:00:00
68,customer68@example.com,First68,Last68,2023-01-17 18:00:00,2023-01-17 18:00:00
69,customer69@example.com,First69,Last69,2023-01-18 00:00:00,2023-01-18 00:00:00
70,customer70@example.com,First70,Last70,2023-01-18 06:00:00,2023-01-18 06:00:00
71,customer71@example.com,First71,Last71,2023-01-18 12:00:00,2023-01-18 12:00:00
72,customer72@example.com,First72,Last72,2023-01-18 18:00:00,2023-01-18 18:00:00
73,customer73@example.com,First73,Last73,2023-01-19 00:00:00,2023-01-19 00:00:00
74,customer74@example.com,First74,Last74,2023-01-19 06:00:00,2023-01-19 06:00:00
75,customer75@example.com,First75,Last75,2023-01-19 12:00:00,2023-01-19 12:00:00
76,customer76@example.com,First76,Last76,2023-01-19 18:00:00,2023-01-19 18:00:00
77,customer77@example.com,First77,Last77,2023-01-20 00:00:00,2023-01-20 00:00:00
78,customer78@example.com,First78,Last78,2023-01-20 06:00:00,2023-01-20 06:00:00
79,customer79@example.com,First79,Last79,2023-01-20 12:00:00,2023-01-20 12:00:00
80,customer80@example.com,First80,Last80,2023-01-20 18:00:00,2023-01-20 18:00:00
81,customer81@example.com,First81,Last81,2023-01-21 00:00:00,2023-01-21 00:00:00
82,customer82@example.com,First82,Last82,2023-01-21 06:00:00,2023-01-21 06:00:00
83,customer83@example.com,First83,Last83,2023-01-21 12:00:00,2023-01-21 12:00:00
84,customer84@example.com,First84,Last84,2023-01-21 18:00:00,2023-01-21 18:00:00
85,customer85@example.com,First85,Last85,2023-01-22 00:00:00,2023-01-22 00:00:00
86,customer86@example.com,First86,Last86,2023-01-22 06:00:00,2023-01-22 06:00:00
87,customer87@example.com,First87,Last87,2023-01-22 12:00:00,2023-01-22 12:00:00
88,customer88@example.com,First88,Last88,2023-01-22 18:00:00,2023-01-22 18:00:00
89,customer89@example.com,First89,Last89,2023-01-23 00:00:00,2023-01-23 00:00:00
90,customer90@example.com,First90,Last90,2023-01-23 06:00:00,2023-01-23 06:00:00
91,customer91@example.com,First91,Last91,2023-01-23 12:00:00,2023-01-23 12:00:00
92,customer92@example.com,First92,Last92,2023-01-23 18:00:00,2023-01-23 18:00:00
93,customer93@example.com,First93,Last93,2023-01-24 00:00:00,2023-01-24 00:00:00
94,customer94@example.com,First94,Last94,2023-01-24 06:00:00,2023-01-24 06:00:00
95,customer95@example.com,First95,Last95,2023-01-24 12:00:00,2023-01-24 12:00:00
96,customer96@example.com,First96,Last96,2023-01-24 18:00:00,2023-01-24 18:00:00
97,customer97@example.com,First97,Last97,2023-01-25 00:00:00,2023-01-25 00:00:00
98,customer98@example.com,First98,Last98,2023-01-25 06:00:00,2023-01-25 06:00:00
99,customer99@example.com,First99,Last99,2023-01-25 12:00:00,2023-01-25 12:00:00
100,customer100@example.com,First100,Last100,2023-01-25 18:00:00,2023-01-25 18:00:00
101,customer101@example.com,First101,Last101,2023-01-26 00:00:00,2023-01-26 00:00:00
102,customer102@example.com,First102,Last102,2023-01-26 06:00:00,2023-01-26 06:00:00
103,customer103@example.com,First103,Last103,2023-01-26 12:00:00,2023-01-26 12:00:00
104,customer104@example.com,First104,Last104,2023-01-26 18:00:00,2023-01-26 18:00:00
105,customer105@example.com,First105,Last105,2023-01-27 00:00:00,2023-01-27 00:00:00
106,customer106@example.com,First106,Last106,2023-01-27 06:00:00,2023-01-27 06:00:00
107,customer107@example.com,First107,Last107,2023-01-27 12:00:00,2023-01-27 12:00:00
108,customer108@example.com,First108,Last108,2023-01-27 18:00:00,2023-01-27 18:00:00
109,customer109@example.com,First109,Last109,2023-01-28 00:00:00,2023-01-28 00:00:00
110,customer110@example.com,First110,Last110,2023-01-28 06:00:00,2023-01-28 06:00:00
111,customer111@example.com,First111,Last111,2023-01-28 12:00:00,2023-01-28 12:00:00
112,customer112@example.com,First112,Last112,2023-01-28 18:00:00,2023-01-28 18:00:00
113,customer113@example.com,First113,Last113,2023-01-29 00:00:00,2023-01-29 00:00:00
114,customer114@example.com,First114,Last114,2023-01-29 06:00:00,2023-01-29 06:00:00
115,customer115@example.com,First115,Last115,2023-01-29 12:00:00,2023-01-29 12:00:00
116,customer116@example.com,First116,Last116,2023-01-29 18:00:00,2023-01-29 18:00:00
117,customer117@example.com,First117,Last117,2023-01-30 00:00:00,2023-01-30 00:00:00
118,customer118@example.com,First118,Last118,2023-01-30 06:00:00,2023-01-30 06:00:00
119,customer119@example.com,First119,Last119,2023-01-30 12:00:00,2023-01-30 12:00:00
120,customer120@example.com,First120,Last120,2023-01-30 18:00:00,2023-01-30 18:00:00
121,customer121@example.com,First121,Last121,2023-01-31 00:00:00,2023-01-31 00:00:00
122,customer122@example.com,First122,Last122,2023-01-31 06:00:00,2023-01-31 06:00:00
123,customer123@example.com,First123,Last123,2023-01-31 12:00:00,2023-01-31 12:00:00
124,customer124@example.com,First124,Last124,2023-01-31 18:00:00,2023-01-31 18:00:00
125,customer125@example.com,First125,Last125,2023-02-01 00:00:00,2023-02-01 00:00:00
126,customer126@example.com,First126,Last126,2023-02-01 06:00:00,2023-02-01 06:00:00
127,customer127@example.com,First127,Last127,2023-02-01 12:00:00,2023-02-01 12:00:00
128,customer128@example.com,First128,Last128,2023-02-01 18:00:00,2023-02-01 18:00:00
129,customer129@example.com,First129,Last129,2023-02-02 00:00:00,2023-02-02 00:00:00
130,customer130@example.com,First130,Last130,2023-02-02 06:00:00,2023-02-02 06:00:00
131,customer131@example.com,First131,Last131,2023-02-02 12:00:00,2023-02-02 12:00:00
132,customer132@example.com,First132,Last132,2023-02-02 18:00:00,2023-02-02 18:00:00
133,customer133@example.com,First133,Last133,2023-02-03 00:00:00,2023-02-03 00:00:00
134,customer134@example.com,First134,Last134,2023-02-03 06:00:00,2023-02-03 06:00:00
135,customer135@example.com,First135,Last135,2023-02-03 12:00:00,2023-02-03 12:00:00
136,customer136@example.com,First136,Last136,2023-02-03 18:00:00,2023-02-03 18:00:00
137,customer137@example.com,First137,Last137,2023-02-04 00:00:00,2023-02-04 00:00:00
138,customer138@example.com,First138,Last138,2023-02-04 06:00:00,2023-02-04 06:00:00
139,customer139@example.com,First139,Last139,2023-02-04 12:00:00,2023-02-04 12:00:00
140,customer140@example.com,First140,Last140,2023-02-04 18:00:00,2023-02-04 18:00:00
141,customer141@example.com,First141,Last141,2023-02-05 00:00:00,2023-02-05 00:00:00
142,customer142@example.com,First142,Last142,2023-02-05 06:00:00,2023-02-05 06:00:00
143,customer143@example.com,First143,Last143,2023-02-05 12:00:00,2023-02-05 12:00:00
144,customer144@example.com,First144,Last144,2023-02-05 18:00:00,2023-02-05 18:00:00
145,customer145@example.com,First145,Last145,2023-02-06 00:00:00,2023-02-06 00:00:00
146,customer146@example.com,First146,Last146,2023-02-06 06:00:00,2023-02-06 06:00:00
147,customer147@example.com,First147,Last147,2023-02-06 12:00:00,2023-02-06 12:00:00
148,customer148@example.com,First148,Last148,2023-02-06 18:00:00,2023-02-06 18:00:00
149,customer149@example.com,First149,Last149,2023-02-07 00:00:00,2023-02-07 00:00:00
150,customer150@example.com,First150,Last150,2023-02-07 06:00:00,2023-02-07 06:00:00
151,customer151@example.com,First151,Last151,2023-02-07 12:00:00,2023-02-07 12:00:00
152,customer152@example.com,First152,Last152,2023-02-07 18:00:00,2023-02-07 18:00:00
153,customer153@example.com,First153,Last153,2023-02-08 00:00:00,2023-02-08 00:00:00
154,customer154@example.com,First154,Last154,2023-02-08 06:00:00,2023-02-08 06:00:00
155,customer155@example.com,First155,Last155,2023-02-08 12:00:00,2023-02-08 12:00:00
156,customer156@example.com,First156,Last156,2023-02-08 18:00:00,2023-02-08 18:00:00
157,customer157@example.com,First157,Last157,2023-02-09 00:00:00,2023-02-09 00:00:00
158,customer158@example.com,First158,Last158,2023-02-09 06:00:00,2023-02-09 06:00:00
159,customer159@example.com,First159,Last159,2023-02-09 12:00:00,2023-02-09 12:00:00
160,customer160@example.com,First160,Last160,2023-02-09 18:00:00,2023-02-09 18:00:00
161,customer161@example.com,First161,Last161,2023-02-10 00:00:00,2023-02-10 00:00:00
162,customer162@example.com,First162,Last162,2023-02-10 06:00:00,2023-02-10 06:00:00
163,customer163@example.com,First163,Last163,2023-02-10 12:00:00,2023-02-10 12:00:00
164,customer164@example.com,First164,Last164,2023-02-10 18:00:00,2023-02-10 18:00:00
165,customer165@example.com,First165,Last165,2023-02-11 00:00:00,2023-02-11 00:00:00
166,customer166@example.com,First166,Last166,2023-02-11 06:00:00,2023-02-11 06:00:00
167,customer167@example.com,First167,Last167,2023-02-11 12:00:00,2023-02-11 12:00:00
168,customer168@example.com,First168,Last168,2023-02-11 18:00:00,2023-02-11 18:00:00
169,customer169@example.com,First169,Last169,2023-02-12 00:00:00,2023-02-12 00:00:00
170,customer170@example.com,First170,Last170,2023-02-12 06:00:00,2023-02-12 06:00:00
171,customer171@example.com,First171,Last171,2023-02-12 12:00:00,2023-02-12 12:00:00
172,customer172@example.com,First172,Last172,2023-02-12 18:00:00,2023-02-12 18:00:00
173,customer173@example.com,First173,Last173,2023-02-13 00:00:00,2023-02-13 00:00:00
174,customer174@example.com,First174,Last174,2023-02-13 06:00:00,2023-02-13 06:00:00
175,customer175@example.com,First175,Last175,2023-02-13 12:00:00,2023-02-13 12:00:00
176,customer176@example.com,First176,Last176,2023-02-13 18:00:00,2023-02-13 18:00:00
177,customer177@example.com,First177,Last177,2023-02-14 00:00:00,2023-02-14 00:00:00
178,customer178@example.com,First178,Last178,2023-02-14 06:00:00,2023-02-14 06:00:00
179,customer179@example.com,First179,Last179,2023-02-14 12:00:00,2023-02-14 12:00:00
180,customer180@example.com,First180,Last180,2023-02-14 18:00:00,2023-02-14 18:00:00
181,customer181@example.com,First181,Last181,2023-02-15 00:00:00,2023-02-15 00:00:00
182,customer182@example.com,First182,Last182,2023-02-15 06:00:00,2023-02-15 06:00:00
183,customer183@example.com,First183,Last183,2023-02-15 12:00:00,2023-02-15 12:00:00
184,customer184@example.com,First184,Last184,2023-02-15 18:00:00,2023-02-15 18:00:00
185,customer185@example.com,First185,Last185,2023-02-16 00:00:00,2023-02-16 00:00:00
186,customer186@example.com,First186,Last186,2023-02-16 06:00:00,2023-02-16 06:00:00
187,customer187@example.com,First187,Last187,2023-02-16 12:00:00,2023-02-16 12:00:00
188,customer188@example.com,First188,Last188,2023-02-16 18:00:00,2023-02-16 18:00:00
189,customer189@example.com,First189,Last189,2023-02-17 00:00:00,2023-02-17 00:00:00
190,customer190@example.com,First190,Last190,2023-02-17 06:00:00,2023-02-17 06:00:00
191,customer191@example.com,First191,Last191,2023-02-17 12:00:00,2023-02-17 12:00:00
192,customer192@example.com,First192,Last192,2023-02-17 18:00:00,2023-02-17 18:00:00
193,customer193@example.com,First193,Last193,2023-02-18 00:00:00,2023-02-18 00:00:00
194,customer194@example.com,First194,Last194,2023-02-18 06:00:00,2023-02-18 06:00:00
195,customer195@example.com,First195,Last195,2023-02-18 12:00:00,2023-02-18 12:00:00
196,customer196@example.com,First196,Last196,2023-02-18 18:00:00,2023-02-18 18:00:00
197,customer197@example.com,First197,Last197,2023-02-19 00:00:00,2023-02-19 00:00:00
198,customer198@example.com,First198,Last198,2023-02-19 06:00:00,2023-02-19 06:00:00
199,customer199@example.com,First199,Last199,2023-02-19 12:00:00,2023-02-19 12:00:00
200,customer200@example.com,First200,Last200,2023-02-19 18:00:00,2023-02-19 18:00:00
201,customer201@example.com,First201,Last201,2023-02-20 00:00:00,2023-02-20 00:00:00
202,customer202@example.com,First202,Last202,2023-02-20 06:00:00,2023-02-20 06:00:00
203,customer203@example.com,First203,Last203,2023-02-20 12:00:00,2023-02-20 12:00:00
204,customer204@example.com,First204,Last204,2023-02-20 18:00:00,2023-02-20 18:00:00
205,customer205@example.com,First205,Last205,2023-02-21 00:00:00,2023-02-21 00:00:00
206,customer206@example.com,First206,Last206,2023-02-21 06:00:00,2023-02-21 06:00:00
207,customer207@example.com,First207,Last207,2023-02-21 12:00:00,2023-02-21 12:00:00
208,customer208@example.com,First208,Last208,2023-02-21 18:00:00,2023-02-21 18:00:00
209,customer209@example.com,First209,Last209,2023-02-22 00:00:00,2023-02-22 00:00:00
210,customer210@example.com,First210,Last210,2023-02-22 06:00:00,2023-02-22 06:00:00
211,customer211@example.com,First211,Last211,2023-02-22 12:00:00,2023-02-22 12:00:00
212,customer212@example.com,First212,Last212,2023-02-22 18:00:00,2023-02-22 18:00:00
213,customer213@example.com,First213,Last213,2023-02-23 00:00:00,2023-02-23 00:00:00
214,customer214@example.com,First214,Last214,2023-02-23 06:00:00,2023-02-23 06:00:00
215,customer215@example.com,First215,Last215,2023-02-23 12:00:00,2023-02-23 12:00:00
216,customer216@example.com,First216,Last216,2023-02-23 18:00:00,2023-02-23 18:00:00
217,customer217@example.com,First217,Last217,2023-02-24 00:00:00,2023-02-24 00:00:00
218,customer218@example.com,First218,Last218,2023-02-24 06:00:00,2023-02-24 06:00:00
219,customer219@example.com,First219,Last219,2023-02-24 12:00:00,2023-02-24 12:00:00
220,customer220@example.com,First220,Last220,2023-02-24 18:00:00,2023-02-24 18:00:00
221,customer221@example.com,First221,Last221,2023-02-25 00:00:00,2023-02-25 00:00:00
222,customer222@example.com,First222,Last222,2023-02-25 06:00:00,2023-02-25 06:00:00
223,customer223@example.com,First223,Last223,2023-02-25 12:00:00,2023-02-25 12:00:00
224,customer224@example.com,First224,Last224,2023-02-25 18:00:00,2023-02-25 18:00:00
225,customer225@example.com,First225,Last225,2023-02-26 00:00:00,2023-02-26 00:00:00
226,customer226@example.com,First226,Last226,2023-02-26 06:00:00,2023-02-26 06:00:00
227,customer227@example.com,First227,Last227,2023-02-26 12:00:00,2023-02-26 12:00:00
228,customer228@example.com,First228,Last228,2023-02-26 18:00:00,2023-02-26 18:00:00
229,customer229@example.com,First229,Last229,2023-02-27 00:00:00,2023-02-27 00:00:00
230,customer230@example.com,First230,Last230,2023-02-27 06:00:00,2023-02-27 06:00:00
231,customer231@example.com,First231,Last231,2023-02-27 12:00:00,2023-02-27 12:00:00
232,customer232@example.com,First232,Last232,2023-02-27 18:00:00,2023-02-27 18:00:00
233,customer233@example.com,First233,Last233,2023-02-28 00:00:00,2023-02-28 00:00:00
234,customer234@example.com,First234,Last234,2023-02-28 06:00:00,2023-02-28 06:00:00
235,customer235@example.com,First235,Last235,2023-02-28 12:00:00,2023-02-28 12:00:00
236,customer236@example.com,First236,Last236,2023-02-28 18:00:00,2023-02-28 18:00:00
237,customer237@example.com,First237,Last237,2023-03-01 00:00:00,2023-03-01 00:00:00
238,customer238@example.com,First238,Last238,2023-03-01 06:00:00,2023-03-01 06:00:00
239,customer239@example.com,First239,Last239,2023-03-01 12:00:00,2023-03-01 12:00:00
240,customer240@example.com,First240,Last240,2023-03-01 18:00:00,2023-03-01 18:00:00
241,customer241@example.com,First241,Last241,2023-03-02 00:00:00,2023-03-02 00:00:00
242,customer242@example.com,First242,Last242,2023-03-02 06:00:00,2023-03-02 06:00:00
243,customer243@example.com,First243,Last243,2023-03-02 12:00:00,2023-03-02 12:00:00
244,customer244@example.com,First244,Last244,2023-03-02 18:00:00,2023-03-02 18:00:00
245,customer245@example.com,First245,Last245,2023-03-03 00:00:00,2023-03-03 00:00:00
246,customer246@example.com,First246,Last246,2023-03-03 06:00:00,2023-03-03 06:00:00
247,customer247@example.com,First247,Last247,2023-03-03 12:00:00,2023-03-03 12:00:00
248,customer248@example.com,First248,Last248,2023-03-03 18:00:00,2023-03-03 18:00:00
249,customer249@example.com,First249,Last249,2023-03-04 00:00:00,2023-03-04 00:00:00
250,customer250@example.com,First250,Last250,2023-03-04 06:00:00,2023-03-04 06:00:00
251,customer251@example.com,First251,Last251,2023-03-04 12:00:00,2023-03-04 12:00:00
252,customer252@example.com,First252,Last252,2023-03-04 18:00:00,2023-03-04 18:00:00
253,customer253@example.com,First253,Last253,2023-03-05 00:00:00,2023-03-05 00:00:00
254,customer254@example.com,First254,Last254,2023-03-05 06:00:00,2023-03-05 06:00:00
255,customer255@example.com,First255,Last255,2023-03-05 12:00:00,2023-03-05 12:00:00
256,customer256@example.com,First256,Last256,2023-03-05 18:00:00,2023-03-05 18:00:00
257,customer257@example.com,First257,Last257,2023-03-06 00:00:00,2023-03-06 00:00:00
258,customer258@example.com,First258,Last258,2023-03-06 06:00:00,2023-03-06 06:00:00
259,customer259@example.com,First259,Last259,2023-03-06 12:00:00,2023-03-06 12:00:00
260,customer260@example.com,First260,Last260,2023-03-06 18:00:00,2023-03-06 18:00:00
261,customer261@example.com,First261,Last261,2023-03-07 00:00:00,2023-03-07 00:00:00
262,customer262@example.com,First262,Last262,2023-03-07 06:00:00,2023-03-07 06:00:00
263,customer263@example.com,First263,Last263,2023-03-07 12:00:00,2023-03-07 12:00:00
264,customer264@example.com,First264,Last264,2023-03-07 18:00:00,2023-03-07 18:00:00
265,customer265@example.com,First265,Last265,2023-03-08 00:00:00,2023-03-08 00:00:00
266,customer266@example.com,First266,Last266,2023-03-08 06:00:00,2023-03-08 06:00:00
267,customer267@example.com,First267,Last267,2023-03-08 12:00:00,2023-03-08 12:00:00
268,customer268@example.com,First268,Last268,2023-03-08 18:00:00,2023-03-08 18:00:00
269,customer269@example.com,First269,Last269,2023-03-09 00:00:00,2023-03-09 00:00:00
270,customer270@example.com,First270,Last270,2023-03-09 06:00:00,2023-03-09 06:00:00
271,customer271@example.com,First271,Last271,2023-03-09 12:00:00,2023-03-09 12:00:00
272,customer272@example.com,First272,Last272,2023-03-09 18:00:00,2023-03-09 18:00:00
273,customer273@example.com,First273,Last273,2023-03-10 00:00:00,2023-03-10 00:00:00
274,customer274@example.com,First274,Last274,2023-03-10 06:00:00,2023-03-10 06:00:00
275,customer275@example.com,First275,Last275,2023-03-10 12:00:00,2023-03-10 12:00:00
276,customer276@example.com,First276,Last276,2023-03-10 18:00:00,2023-03-10 18:00:00
277,customer277@example.com,First277,Last277,2023-03-11 00:00:00,2023-03-11 00:00:00
278,customer278@example.com,First278,Last278,2023-03-11 06:00:00,2023-03-11 06:00:00
279,customer279@example.com,First279,Last279,2023-03-11 12:00:00,2023-03-11 12:00:00
280,customer280@example.com,First280,Last280,2023-03-11 18:00:00,2023-03-11 18:00:00
281,customer281@example.com,First281,Last281,2023-03-12 00:00:00,2023-03-12 00:00:00
282,customer282@example.com,First282,Last282,2023-03-12 06:00:00,2023-03-12 06:00:00
283,customer283@example.com,First283,Last283,2023-03-12 12:00:00,2023-03-12 12:00:00
284,customer284@example.com,First284,Last284,2023-03-12 18:00:00,2023-03-12 18:00:00
285,customer285@example.com,First285,Last285,2023-03-13 00:00:00,2023-03-13 00:00:00
286,customer286@example.com,First286,Last286,2023-03-13 06:00:00,2023-03-13 06:00:00
287,customer287@example.com,First287,Last287,2023-03-13 12:00:00,2023-03-13 12:00:00
288,customer288@example.com,First288,Last288,2023-03-13 18:00:00,2023-03-13 18:00:00
289,customer289@example.com,First289,Last289,2023-03-14 00:00:00,2023-03-14 00:00:00
290,customer290@example.com,First290,Last290,2023-03-14 06:00:00,2023-03-14 06:00:00
291,customer291@example.com,First291,Last291,2023-03-14 12:00:00,2023-03-14 12:00:00
292,customer292@example.com,First292,Last292,2023-03-14 18:00:00,2023-03-14 18:00:00
293,customer293@example.com,First293,Last293,2023-03-15 00:00:00,2023-03-15 00:00:00
294,customer294@example.com,First294,Last294,2023-03-15 06:00:00,2023-03-15 06:00:00
295,customer295@example.com,First295,Last295,2023-03-15 12:00:00,2023-03-15 12:00:00
296,customer296@example.com,First296,Last296,2023-03-15 18:00:00,2023-03-15 18:00:00
297,customer297@example.com,First297,Last297,2023-03-16 00:00:00,2023-03-16 00:00:00
298,customer298@example.com,First298,Last298,2023-03-16 06:00:00,2023-03-16 06:00:00
299,customer299@example.com,First299,Last299,2023-03-16 12:00:00,2023-03-16 12:00:00
300,customer300@example.com,First300,Last300,2023-03-16 18:00:00,2023-03-16 18:00:00
301,customer301@example.com,First301,Last301,2023-03-17 00:00:00,2023-03-17 00:00:00
302,customer302@example.com,First302,Last302,2023-03-17 06:00:00,2023-03-17 06:00:00
303,customer303@example.com,First303,Last303,2023-03-17 12:00:00,2023-03-17 12:00:00
304,customer304@example.com,First304,Last304,2023-03-17 18:00:00,2023-03-17 18:00:00
305,customer305@example.com,First305,Last305,2023-03-18 00:00:00,2023-03-18 00:00:00
306,customer306@example.com,First306,Last306,2023-03-18 06:00:00,2023-03-18 06:00:00
307,customer307@example.com,First307,Last307,2023-03-18 12:00:00,2023-03-18 12:00:00
308,customer308@example.com,First308,Last308,2023-03-18 18:00:00,2023-03-18 18:00:00
309,customer309@example.com,First309,Last309,2023-03-19 00:00:00,2023-03-19 00:00:00
310,customer310@example.com,First310,Last310,2023-03-19 06:00:00,2023-03-19 06:00:00
311,customer311@example.com,First311,Last311,2023-03-19 12:00:00,2023-03-19 12:00:00
312,customer312@example.com,First312,Last312,2023-03-19 18:00:00,2023-03-19 18:00:00
313,customer313@example.com,First313,Last313,2023-03-20 00:00:00,2023-03-20 00:00:00
314,customer314@example.com,First314,Last314,2023-03-20 06:00:00,2023-03-20 06:00:00
315,customer315@example.com,First315,Last315,2023-03-20 12:00:00,2023-03-20 12:00:00
316,customer316@example.com,First316,Last316,2023-03-20 18:00:00,2023-03-20 18:00:00
317,customer317@example.com,First317,Last317,2023-03-21 00:00:00,2023-03-21 00:00:00
318,customer318@example.com,First318,Last318,2023-03-21 06:00:00,2023-03-21 06:00:00
319,customer319@example.com,First319,Last319,2023-03-21 12:00:00,2023-03-21 12:00:00
320,customer320@example.com,First320,Last320,2023-03-21 18:00:00,2023-03-21 18:00:00
321,customer321@example.com,First321,Last321,2023-03-22 00:00:00,2023-03-22 00:00:00
322,customer322@example.com,First322,Last322,2023-03-22 06:00:00,2023-03-22 06:00:00
323,customer323@example.com,First323,Last323,2023-03-22 12:00:00,2023-03-22 12:00:00
324,customer324@example.com,First324,Last324,2023-03-22 18:00:00,2023-03-22 18:00:00
